part,filename,rel_path,label,original,group_id,split
dfdc_train_part_00,xcruhaccxc.mp4,dfdc_train_part_00/xcruhaccxc.mp4,REAL,,xcruhaccxc.mp4,train
dfdc_train_part_00,rfpjsloxzg.mp4,dfdc_train_part_00/rfpjsloxzg.mp4,FAKE,dxfdovivlw.mp4,dxfdovivlw.mp4,train
dfdc_train_part_00,vvwuqslvnq.mp4,dfdc_train_part_00/vvwuqslvnq.mp4,FAKE,ddtbarpcgo.mp4,ddtbarpcgo.mp4,train
dfdc_train_part_00,rpxnyljmsf.mp4,dfdc_train_part_00/rpxnyljmsf.mp4,FAKE,nweufafotd.mp4,nweufafotd.mp4,train
dfdc_train_part_00,txxungvxms.mp4,dfdc_train_part_00/txxungvxms.mp4,FAKE,lzbmwwejxb.mp4,lzbmwwejxb.mp4,train
dfdc_train_part_00,vtunvalyji.mp4,dfdc_train_part_00/vtunvalyji.mp4,REAL,,vtunvalyji.mp4,train
dfdc_train_part_00,lobxktzhbg.mp4,dfdc_train_part_00/lobxktzhbg.mp4,FAKE,dhjnjkzuhq.mp4,dhjnjkzuhq.mp4,train
dfdc_train_part_00,slhinthqcq.mp4,dfdc_train_part_00/slhinthqcq.mp4,FAKE,wfzjxzhdkj.mp4,wfzjxzhdkj.mp4,train
dfdc_train_part_00,sglzgdcjkb.mp4,dfdc_train_part_00/sglzgdcjkb.mp4,FAKE,vokrpfjpeb.mp4,vokrpfjpeb.mp4,train
dfdc_train_part_00,xxvwbfmgzy.mp4,dfdc_train_part_00/xxvwbfmgzy.mp4,FAKE,doniqevxeg.mp4,doniqevxeg.mp4,train
dfdc_train_part_00,dtmlspmqqp.mp4,dfdc_train_part_00/dtmlspmqqp.mp4,FAKE,aayrffkzxn.mp4,aayrffkzxn.mp4,train
dfdc_train_part_00,ykbhmueovi.mp4,dfdc_train_part_00/ykbhmueovi.mp4,FAKE,prmwoaeeng.mp4,prmwoaeeng.mp4,train
dfdc_train_part_00,inzrlbgtul.mp4,dfdc_train_part_00/inzrlbgtul.mp4,FAKE,nrnklcxdzq.mp4,nrnklcxdzq.mp4,train
dfdc_train_part_00,xtcbnasaew.mp4,dfdc_train_part_00/xtcbnasaew.mp4,FAKE,jzupayeuln.mp4,jzupayeuln.mp4,train
dfdc_train_part_00,kgfcupxgur.mp4,dfdc_train_part_00/kgfcupxgur.mp4,FAKE,ddtbarpcgo.mp4,ddtbarpcgo.mp4,train
dfdc_train_part_00,nkojmntmdg.mp4,dfdc_train_part_00/nkojmntmdg.mp4,FAKE,exxqlfpnbz.mp4,exxqlfpnbz.mp4,train
dfdc_train_part_00,btizoxwqwp.mp4,dfdc_train_part_00/btizoxwqwp.mp4,FAKE,fnslimfagb.mp4,fnslimfagb.mp4,train
dfdc_train_part_00,zvsivkdkak.mp4,dfdc_train_part_00/zvsivkdkak.mp4,FAKE,dhjnjkzuhq.mp4,dhjnjkzuhq.mp4,train
dfdc_train_part_00,yjllqhbmke.mp4,dfdc_train_part_00/yjllqhbmke.mp4,FAKE,nrnklcxdzq.mp4,nrnklcxdzq.mp4,train
dfdc_train_part_00,qyqufaskjs.mp4,dfdc_train_part_00/qyqufaskjs.mp4,REAL,,qyqufaskjs.mp4,train
dfdc_train_part_00,ygknkubeyb.mp4,dfdc_train_part_00/ygknkubeyb.mp4,FAKE,nweufafotd.mp4,nweufafotd.mp4,train
dfdc_train_part_00,wkczijuamz.mp4,dfdc_train_part_00/wkczijuamz.mp4,FAKE,jytrvwlewz.mp4,jytrvwlewz.mp4,train
dfdc_train_part_00,dolynaukae.mp4,dfdc_train_part_00/dolynaukae.mp4,FAKE,gnmmhlbzge.mp4,gnmmhlbzge.mp4,train
dfdc_train_part_00,eisofhptvk.mp4,dfdc_train_part_00/eisofhptvk.mp4,FAKE,nweufafotd.mp4,nweufafotd.mp4,train
dfdc_train_part_00,xymeodlrhb.mp4,dfdc_train_part_00/xymeodlrhb.mp4,FAKE,jzupayeuln.mp4,jzupayeuln.mp4,train
dfdc_train_part_00,vqwkmjorkj.mp4,dfdc_train_part_00/vqwkmjorkj.mp4,FAKE,fopjiyxiqd.mp4,fopjiyxiqd.mp4,train
dfdc_train_part_00,rnpefxwptv.mp4,dfdc_train_part_00/rnpefxwptv.mp4,REAL,,rnpefxwptv.mp4,train
dfdc_train_part_00,gilzdnbpep.mp4,dfdc_train_part_00/gilzdnbpep.mp4,FAKE,prdrkaxeob.mp4,prdrkaxeob.mp4,train
dfdc_train_part_00,bpguesjrfa.mp4,dfdc_train_part_00/bpguesjrfa.mp4,FAKE,wynotylpnm.mp4,wynotylpnm.mp4,train
dfdc_train_part_00,vamicuaopj.mp4,dfdc_train_part_00/vamicuaopj.mp4,FAKE,kqlvggiqee.mp4,kqlvggiqee.mp4,train
dfdc_train_part_00,jqypqwufdv.mp4,dfdc_train_part_00/jqypqwufdv.mp4,FAKE,qyqufaskjs.mp4,qyqufaskjs.mp4,train
dfdc_train_part_00,nglitpseyp.mp4,dfdc_train_part_00/nglitpseyp.mp4,FAKE,xjzkfqddyk.mp4,xjzkfqddyk.mp4,train
dfdc_train_part_00,onknhowfqb.mp4,dfdc_train_part_00/onknhowfqb.mp4,FAKE,exxqlfpnbz.mp4,exxqlfpnbz.mp4,train
dfdc_train_part_00,izjvqhjokl.mp4,dfdc_train_part_00/izjvqhjokl.mp4,FAKE,xjzkfqddyk.mp4,xjzkfqddyk.mp4,train
dfdc_train_part_00,wirblaouzv.mp4,dfdc_train_part_00/wirblaouzv.mp4,FAKE,eiwtggvtfp.mp4,eiwtggvtfp.mp4,train
dfdc_train_part_00,hgjdosshpt.mp4,dfdc_train_part_00/hgjdosshpt.mp4,FAKE,syxobtuucp.mp4,syxobtuucp.mp4,train
dfdc_train_part_00,padqtwbzzo.mp4,dfdc_train_part_00/padqtwbzzo.mp4,FAKE,vtunvalyji.mp4,vtunvalyji.mp4,train
dfdc_train_part_00,gxzdueambi.mp4,dfdc_train_part_00/gxzdueambi.mp4,FAKE,fsaronfupy.mp4,fsaronfupy.mp4,train
dfdc_train_part_00,qjvjkojjkl.mp4,dfdc_train_part_00/qjvjkojjkl.mp4,FAKE,jvtjxreizj.mp4,jvtjxreizj.mp4,train
dfdc_train_part_00,oobmorozgk.mp4,dfdc_train_part_00/oobmorozgk.mp4,FAKE,hivnldfvyl.mp4,hivnldfvyl.mp4,train
dfdc_train_part_00,dsiirbwwyt.mp4,dfdc_train_part_00/dsiirbwwyt.mp4,FAKE,jzupayeuln.mp4,jzupayeuln.mp4,train
dfdc_train_part_00,aymlynzeni.mp4,dfdc_train_part_00/aymlynzeni.mp4,FAKE,doniqevxeg.mp4,doniqevxeg.mp4,train
dfdc_train_part_00,gcphojsohr.mp4,dfdc_train_part_00/gcphojsohr.mp4,FAKE,fsaronfupy.mp4,fsaronfupy.mp4,train
dfdc_train_part_00,scpglaliyh.mp4,dfdc_train_part_00/scpglaliyh.mp4,FAKE,qyqufaskjs.mp4,qyqufaskjs.mp4,train
dfdc_train_part_00,fswszwicfw.mp4,dfdc_train_part_00/fswszwicfw.mp4,FAKE,vtunvalyji.mp4,vtunvalyji.mp4,train
dfdc_train_part_00,imndwwlfui.mp4,dfdc_train_part_00/imndwwlfui.mp4,FAKE,aayrffkzxn.mp4,aayrffkzxn.mp4,train
dfdc_train_part_00,rpnetwqgqz.mp4,dfdc_train_part_00/rpnetwqgqz.mp4,FAKE,uqtqhiqymz.mp4,uqtqhiqymz.mp4,train
dfdc_train_part_00,stgusxhcta.mp4,dfdc_train_part_00/stgusxhcta.mp4,FAKE,nweufafotd.mp4,nweufafotd.mp4,train
dfdc_train_part_00,oibtsgqujh.mp4,dfdc_train_part_00/oibtsgqujh.mp4,FAKE,rktrpsdlci.mp4,rktrpsdlci.mp4,train
dfdc_train_part_00,iazovjywij.mp4,dfdc_train_part_00/iazovjywij.mp4,FAKE,xkfliqnmwt.mp4,xkfliqnmwt.mp4,train
dfdc_train_part_00,lxnqzocgaq.mp4,dfdc_train_part_00/lxnqzocgaq.mp4,FAKE,xjzkfqddyk.mp4,xjzkfqddyk.mp4,train
dfdc_train_part_00,eurhttghny.mp4,dfdc_train_part_00/eurhttghny.mp4,FAKE,ddtbarpcgo.mp4,ddtbarpcgo.mp4,train
dfdc_train_part_00,kdiokpezzi.mp4,dfdc_train_part_00/kdiokpezzi.mp4,FAKE,jytrvwlewz.mp4,jytrvwlewz.mp4,train
dfdc_train_part_00,gbgtzspdnv.mp4,dfdc_train_part_00/gbgtzspdnv.mp4,FAKE,nweufafotd.mp4,nweufafotd.mp4,train
dfdc_train_part_00,tyijytqowe.mp4,dfdc_train_part_00/tyijytqowe.mp4,FAKE,ybnucgidtu.mp4,ybnucgidtu.mp4,train
dfdc_train_part_00,chzqptmqxv.mp4,dfdc_train_part_00/chzqptmqxv.mp4,FAKE,exxqlfpnbz.mp4,exxqlfpnbz.mp4,train
dfdc_train_part_00,kkxgqvpusd.mp4,dfdc_train_part_00/kkxgqvpusd.mp4,FAKE,ldtgofdaqg.mp4,ldtgofdaqg.mp4,train
dfdc_train_part_00,tvjlounpor.mp4,dfdc_train_part_00/tvjlounpor.mp4,FAKE,hivnldfvyl.mp4,hivnldfvyl.mp4,train
dfdc_train_part_00,tkcuhfhdzs.mp4,dfdc_train_part_00/tkcuhfhdzs.mp4,FAKE,dxfdovivlw.mp4,dxfdovivlw.mp4,train
dfdc_train_part_00,sufvvwmbha.mp4,dfdc_train_part_00/sufvvwmbha.mp4,FAKE,fnslimfagb.mp4,fnslimfagb.mp4,train
dfdc_train_part_00,ozeqabydww.mp4,dfdc_train_part_00/ozeqabydww.mp4,FAKE,vtunvalyji.mp4,vtunvalyji.mp4,train
dfdc_train_part_00,uklvqsnxgv.mp4,dfdc_train_part_00/uklvqsnxgv.mp4,FAKE,onbgbghesu.mp4,onbgbghesu.mp4,train
dfdc_train_part_00,ngyoubuxyf.mp4,dfdc_train_part_00/ngyoubuxyf.mp4,FAKE,fnslimfagb.mp4,fnslimfagb.mp4,train
dfdc_train_part_00,ocveomkblt.mp4,dfdc_train_part_00/ocveomkblt.mp4,FAKE,fnslimfagb.mp4,fnslimfagb.mp4,train
dfdc_train_part_00,qjwomijmcb.mp4,dfdc_train_part_00/qjwomijmcb.mp4,FAKE,kqlvggiqee.mp4,kqlvggiqee.mp4,train
dfdc_train_part_00,wpnukldybg.mp4,dfdc_train_part_00/wpnukldybg.mp4,FAKE,jytrvwlewz.mp4,jytrvwlewz.mp4,train
dfdc_train_part_00,xdbnawbnvf.mp4,dfdc_train_part_00/xdbnawbnvf.mp4,FAKE,chqqxfuuzi.mp4,chqqxfuuzi.mp4,train
dfdc_train_part_00,drmtvuyoam.mp4,dfdc_train_part_00/drmtvuyoam.mp4,FAKE,heiyoojifp.mp4,heiyoojifp.mp4,train
dfdc_train_part_00,lblzsydwit.mp4,dfdc_train_part_00/lblzsydwit.mp4,FAKE,rmuxlgsedw.mp4,rmuxlgsedw.mp4,train
dfdc_train_part_00,euzlhrwolz.mp4,dfdc_train_part_00/euzlhrwolz.mp4,FAKE,aayrffkzxn.mp4,aayrffkzxn.mp4,train
dfdc_train_part_00,yhchnvjcok.mp4,dfdc_train_part_00/yhchnvjcok.mp4,FAKE,vmxfwxgdei.mp4,vmxfwxgdei.mp4,train
dfdc_train_part_00,zfkgevlnur.mp4,dfdc_train_part_00/zfkgevlnur.mp4,FAKE,vtunvalyji.mp4,vtunvalyji.mp4,train
dfdc_train_part_00,uqtqhiqymz.mp4,dfdc_train_part_00/uqtqhiqymz.mp4,REAL,,uqtqhiqymz.mp4,train
dfdc_train_part_00,fgbopxbkam.mp4,dfdc_train_part_00/fgbopxbkam.mp4,FAKE,uprwuohbwx.mp4,uprwuohbwx.mp4,train
dfdc_train_part_00,kkhrtmftlq.mp4,dfdc_train_part_00/kkhrtmftlq.mp4,FAKE,nhsijqpoda.mp4,nhsijqpoda.mp4,train
dfdc_train_part_00,hbdvyzpqny.mp4,dfdc_train_part_00/hbdvyzpqny.mp4,FAKE,lsmnqsnqld.mp4,lsmnqsnqld.mp4,train
dfdc_train_part_00,khfyqlxazq.mp4,dfdc_train_part_00/khfyqlxazq.mp4,FAKE,nweufafotd.mp4,nweufafotd.mp4,train
dfdc_train_part_00,pxgzahcusu.mp4,dfdc_train_part_00/pxgzahcusu.mp4,FAKE,aayrffkzxn.mp4,aayrffkzxn.mp4,train
dfdc_train_part_00,cvycgtwfsi.mp4,dfdc_train_part_00/cvycgtwfsi.mp4,FAKE,gnmmhlbzge.mp4,gnmmhlbzge.mp4,train
dfdc_train_part_00,keuvybqsbr.mp4,dfdc_train_part_00/keuvybqsbr.mp4,FAKE,prdrkaxeob.mp4,prdrkaxeob.mp4,train
dfdc_train_part_00,skewcclbhg.mp4,dfdc_train_part_00/skewcclbhg.mp4,FAKE,wynotylpnm.mp4,wynotylpnm.mp4,train
dfdc_train_part_00,espkiocpxq.mp4,dfdc_train_part_00/espkiocpxq.mp4,FAKE,nhsijqpoda.mp4,nhsijqpoda.mp4,train
dfdc_train_part_00,cvdrzlkwdf.mp4,dfdc_train_part_00/cvdrzlkwdf.mp4,FAKE,uqtqhiqymz.mp4,uqtqhiqymz.mp4,train
dfdc_train_part_00,uiaubrlxyl.mp4,dfdc_train_part_00/uiaubrlxyl.mp4,FAKE,eppyqpgewp.mp4,eppyqpgewp.mp4,train
dfdc_train_part_00,snlyjbnpgw.mp4,dfdc_train_part_00/snlyjbnpgw.mp4,FAKE,wfzjxzhdkj.mp4,wfzjxzhdkj.mp4,train
dfdc_train_part_00,gkicllwmyb.mp4,dfdc_train_part_00/gkicllwmyb.mp4,FAKE,nweufafotd.mp4,nweufafotd.mp4,train
dfdc_train_part_00,zxyvcnkeiz.mp4,dfdc_train_part_00/zxyvcnkeiz.mp4,FAKE,pqdeutauqc.mp4,pqdeutauqc.mp4,train
dfdc_train_part_00,sfjtewgmuy.mp4,dfdc_train_part_00/sfjtewgmuy.mp4,FAKE,nweufafotd.mp4,nweufafotd.mp4,train
dfdc_train_part_00,liuujwwgpr.mp4,dfdc_train_part_00/liuujwwgpr.mp4,FAKE,ldtgofdaqg.mp4,ldtgofdaqg.mp4,train
dfdc_train_part_00,oejlipxtai.mp4,dfdc_train_part_00/oejlipxtai.mp4,FAKE,yexeazbqig.mp4,yexeazbqig.mp4,train
dfdc_train_part_00,hsvbimzuza.mp4,dfdc_train_part_00/hsvbimzuza.mp4,FAKE,aayrffkzxn.mp4,aayrffkzxn.mp4,train
dfdc_train_part_00,skrpivsmry.mp4,dfdc_train_part_00/skrpivsmry.mp4,FAKE,yxvmusxvcz.mp4,yxvmusxvcz.mp4,train
dfdc_train_part_00,gfkdvulbfo.mp4,dfdc_train_part_00/gfkdvulbfo.mp4,FAKE,kqlvggiqee.mp4,kqlvggiqee.mp4,train
dfdc_train_part_00,mynzuyrmdy.mp4,dfdc_train_part_00/mynzuyrmdy.mp4,FAKE,syxobtuucp.mp4,syxobtuucp.mp4,train
dfdc_train_part_00,mcbubknuyd.mp4,dfdc_train_part_00/mcbubknuyd.mp4,FAKE,uprwuohbwx.mp4,uprwuohbwx.mp4,train
dfdc_train_part_00,myszscymzv.mp4,dfdc_train_part_00/myszscymzv.mp4,FAKE,lnjkpdviqb.mp4,lnjkpdviqb.mp4,train
dfdc_train_part_00,epeyujjlhn.mp4,dfdc_train_part_00/epeyujjlhn.mp4,FAKE,xkfliqnmwt.mp4,xkfliqnmwt.mp4,train
dfdc_train_part_00,xexmngtcha.mp4,dfdc_train_part_00/xexmngtcha.mp4,FAKE,wclvkepakb.mp4,wclvkepakb.mp4,train
dfdc_train_part_00,usutboyyqq.mp4,dfdc_train_part_00/usutboyyqq.mp4,FAKE,aayrffkzxn.mp4,aayrffkzxn.mp4,train
dfdc_train_part_00,vjzhumqpwi.mp4,dfdc_train_part_00/vjzhumqpwi.mp4,FAKE,fsaronfupy.mp4,fsaronfupy.mp4,train
dfdc_train_part_00,ebzsqgfpgh.mp4,dfdc_train_part_00/ebzsqgfpgh.mp4,FAKE,fnslimfagb.mp4,fnslimfagb.mp4,train
dfdc_train_part_00,vnnohpqhjq.mp4,dfdc_train_part_00/vnnohpqhjq.mp4,FAKE,doniqevxeg.mp4,doniqevxeg.mp4,train
dfdc_train_part_00,cqomufbzpp.mp4,dfdc_train_part_00/cqomufbzpp.mp4,FAKE,lzbmwwejxb.mp4,lzbmwwejxb.mp4,train
dfdc_train_part_00,edqhdckynd.mp4,dfdc_train_part_00/edqhdckynd.mp4,FAKE,lsmnqsnqld.mp4,lsmnqsnqld.mp4,train
dfdc_train_part_00,auquqlmsts.mp4,dfdc_train_part_00/auquqlmsts.mp4,FAKE,fopjiyxiqd.mp4,fopjiyxiqd.mp4,train
dfdc_train_part_00,embmaestpq.mp4,dfdc_train_part_00/embmaestpq.mp4,FAKE,jytrvwlewz.mp4,jytrvwlewz.mp4,train
dfdc_train_part_00,mmhrkzptld.mp4,dfdc_train_part_00/mmhrkzptld.mp4,FAKE,jytrvwlewz.mp4,jytrvwlewz.mp4,train
dfdc_train_part_00,mxibogtmey.mp4,dfdc_train_part_00/mxibogtmey.mp4,FAKE,lzbmwwejxb.mp4,lzbmwwejxb.mp4,train
dfdc_train_part_00,gmctmgmyob.mp4,dfdc_train_part_00/gmctmgmyob.mp4,FAKE,uprwuohbwx.mp4,uprwuohbwx.mp4,train
dfdc_train_part_00,smxxhrcwlv.mp4,dfdc_train_part_00/smxxhrcwlv.mp4,FAKE,exxqlfpnbz.mp4,exxqlfpnbz.mp4,train
dfdc_train_part_00,yabvnuhvkn.mp4,dfdc_train_part_00/yabvnuhvkn.mp4,FAKE,nweufafotd.mp4,nweufafotd.mp4,train
dfdc_train_part_00,alhqaurncj.mp4,dfdc_train_part_00/alhqaurncj.mp4,FAKE,dxfdovivlw.mp4,dxfdovivlw.mp4,train
dfdc_train_part_00,wvuualjyur.mp4,dfdc_train_part_00/wvuualjyur.mp4,FAKE,uprwuohbwx.mp4,uprwuohbwx.mp4,train
dfdc_train_part_00,lclrhuuwnj.mp4,dfdc_train_part_00/lclrhuuwnj.mp4,FAKE,fgobmbcami.mp4,fgobmbcami.mp4,train
dfdc_train_part_00,myoydssaii.mp4,dfdc_train_part_00/myoydssaii.mp4,FAKE,xkfliqnmwt.mp4,xkfliqnmwt.mp4,train
dfdc_train_part_00,ssitlrruir.mp4,dfdc_train_part_00/ssitlrruir.mp4,FAKE,chqqxfuuzi.mp4,chqqxfuuzi.mp4,train
dfdc_train_part_00,fuiglusbnl.mp4,dfdc_train_part_00/fuiglusbnl.mp4,FAKE,rktrpsdlci.mp4,rktrpsdlci.mp4,train
dfdc_train_part_00,yiabajckla.mp4,dfdc_train_part_00/yiabajckla.mp4,FAKE,fopjiyxiqd.mp4,fopjiyxiqd.mp4,train
dfdc_train_part_00,awigxxbbpb.mp4,dfdc_train_part_00/awigxxbbpb.mp4,FAKE,dxfdovivlw.mp4,dxfdovivlw.mp4,train
dfdc_train_part_00,rxpwfcsqum.mp4,dfdc_train_part_00/rxpwfcsqum.mp4,FAKE,jytrvwlewz.mp4,jytrvwlewz.mp4,train
dfdc_train_part_00,zaendkbrip.mp4,dfdc_train_part_00/zaendkbrip.mp4,FAKE,hivnldfvyl.mp4,hivnldfvyl.mp4,train
dfdc_train_part_00,pzqxrczvxb.mp4,dfdc_train_part_00/pzqxrczvxb.mp4,FAKE,xjzkfqddyk.mp4,xjzkfqddyk.mp4,train
dfdc_train_part_00,wzrhdvpktx.mp4,dfdc_train_part_00/wzrhdvpktx.mp4,FAKE,wfzjxzhdkj.mp4,wfzjxzhdkj.mp4,train
dfdc_train_part_00,brpkkgdggv.mp4,dfdc_train_part_00/brpkkgdggv.mp4,FAKE,uprwuohbwx.mp4,uprwuohbwx.mp4,train
dfdc_train_part_00,yexeazbqig.mp4,dfdc_train_part_00/yexeazbqig.mp4,REAL,,yexeazbqig.mp4,train
dfdc_train_part_00,horutnradk.mp4,dfdc_train_part_00/horutnradk.mp4,FAKE,uprwuohbwx.mp4,uprwuohbwx.mp4,train
dfdc_train_part_00,hivnldfvyl.mp4,dfdc_train_part_00/hivnldfvyl.mp4,REAL,,hivnldfvyl.mp4,train
dfdc_train_part_00,bqvhlqlrba.mp4,dfdc_train_part_00/bqvhlqlrba.mp4,FAKE,vpmyeepbep.mp4,vpmyeepbep.mp4,train
dfdc_train_part_00,gvlraqlweh.mp4,dfdc_train_part_00/gvlraqlweh.mp4,FAKE,rnpefxwptv.mp4,rnpefxwptv.mp4,train
dfdc_train_part_00,duczhwighk.mp4,dfdc_train_part_00/duczhwighk.mp4,FAKE,xkfliqnmwt.mp4,xkfliqnmwt.mp4,train
dfdc_train_part_00,nombfkmhum.mp4,dfdc_train_part_00/nombfkmhum.mp4,FAKE,ucthmsajay.mp4,ucthmsajay.mp4,train
dfdc_train_part_00,osmnegfehr.mp4,dfdc_train_part_00/osmnegfehr.mp4,FAKE,qyqufaskjs.mp4,qyqufaskjs.mp4,train
dfdc_train_part_00,pbvgwcwzkg.mp4,dfdc_train_part_00/pbvgwcwzkg.mp4,FAKE,uprwuohbwx.mp4,uprwuohbwx.mp4,train
dfdc_train_part_00,gnlvnyrpfq.mp4,dfdc_train_part_00/gnlvnyrpfq.mp4,FAKE,fsaronfupy.mp4,fsaronfupy.mp4,train
dfdc_train_part_00,kfgdvqjuzu.mp4,dfdc_train_part_00/kfgdvqjuzu.mp4,FAKE,ldtgofdaqg.mp4,ldtgofdaqg.mp4,train
dfdc_train_part_00,mzxtrdcccw.mp4,dfdc_train_part_00/mzxtrdcccw.mp4,FAKE,gnmmhlbzge.mp4,gnmmhlbzge.mp4,train
dfdc_train_part_00,cjndhcclqi.mp4,dfdc_train_part_00/cjndhcclqi.mp4,FAKE,uqtqhiqymz.mp4,uqtqhiqymz.mp4,train
dfdc_train_part_00,wfzjxzhdkj.mp4,dfdc_train_part_00/wfzjxzhdkj.mp4,REAL,,wfzjxzhdkj.mp4,train
dfdc_train_part_00,erbfxwbqic.mp4,dfdc_train_part_00/erbfxwbqic.mp4,FAKE,fopjiyxiqd.mp4,fopjiyxiqd.mp4,train
dfdc_train_part_00,drlkcilgmc.mp4,dfdc_train_part_00/drlkcilgmc.mp4,FAKE,srfefmyjvt.mp4,srfefmyjvt.mp4,train
dfdc_train_part_00,xawrxpyoau.mp4,dfdc_train_part_00/xawrxpyoau.mp4,FAKE,uqtqhiqymz.mp4,uqtqhiqymz.mp4,train
dfdc_train_part_00,vdnitwfbvr.mp4,dfdc_train_part_00/vdnitwfbvr.mp4,FAKE,xkfliqnmwt.mp4,xkfliqnmwt.mp4,train
dfdc_train_part_00,gqnkarjtmh.mp4,dfdc_train_part_00/gqnkarjtmh.mp4,FAKE,yxvmusxvcz.mp4,yxvmusxvcz.mp4,train
dfdc_train_part_00,gfknvvudwk.mp4,dfdc_train_part_00/gfknvvudwk.mp4,FAKE,dpevefkefv.mp4,dpevefkefv.mp4,train
dfdc_train_part_00,wykqjiughm.mp4,dfdc_train_part_00/wykqjiughm.mp4,FAKE,hsbwhlolsn.mp4,hsbwhlolsn.mp4,train
dfdc_train_part_00,yimqkeekjm.mp4,dfdc_train_part_00/yimqkeekjm.mp4,FAKE,fopjiyxiqd.mp4,fopjiyxiqd.mp4,train
dfdc_train_part_00,dfcoyuhhex.mp4,dfdc_train_part_00/dfcoyuhhex.mp4,FAKE,qyqufaskjs.mp4,qyqufaskjs.mp4,train
dfdc_train_part_00,juzjntqofi.mp4,dfdc_train_part_00/juzjntqofi.mp4,FAKE,nhsijqpoda.mp4,nhsijqpoda.mp4,train
dfdc_train_part_00,nxnelrhins.mp4,dfdc_train_part_00/nxnelrhins.mp4,FAKE,kqlvggiqee.mp4,kqlvggiqee.mp4,train
dfdc_train_part_00,cvqyddpcxj.mp4,dfdc_train_part_00/cvqyddpcxj.mp4,FAKE,nhsijqpoda.mp4,nhsijqpoda.mp4,train
dfdc_train_part_00,uhakqelqri.mp4,dfdc_train_part_00/uhakqelqri.mp4,FAKE,srfefmyjvt.mp4,srfefmyjvt.mp4,train
dfdc_train_part_00,surcmsyrlz.mp4,dfdc_train_part_00/surcmsyrlz.mp4,FAKE,fnslimfagb.mp4,fnslimfagb.mp4,train
dfdc_train_part_00,kiswvzlayw.mp4,dfdc_train_part_00/kiswvzlayw.mp4,FAKE,qyqufaskjs.mp4,qyqufaskjs.mp4,train
