part,filename,rel_path,label,original,group_id
dfdc_train_part_00,inzrlbgtul.mp4,dfdc_train_part_00/inzrlbgtul.mp4,FAKE,nrnklcxdzq.mp4,nrnklcxdzq.mp4
dfdc_train_part_00,xtcbnasaew.mp4,dfdc_train_part_00/xtcbnasaew.mp4,FAKE,jzupayeuln.mp4,jzupayeuln.mp4
dfdc_train_part_00,kgfcupxgur.mp4,dfdc_train_part_00/kgfcupxgur.mp4,FAKE,ddtbarpcgo.mp4,ddtbarpcgo.mp4
dfdc_train_part_00,nkojmntmdg.mp4,dfdc_train_part_00/nkojmntmdg.mp4,FAKE,exxqlfpnbz.mp4,exxqlfpnbz.mp4
dfdc_train_part_00,btizoxwqwp.mp4,dfdc_train_part_00/btizoxwqwp.mp4,FAKE,fnslimfagb.mp4,fnslimfagb.mp4
dfdc_train_part_00,zvsivkdkak.mp4,dfdc_train_part_00/zvsivkdkak.mp4,FAKE,dhjnjkzuhq.mp4,dhjnjkzuhq.mp4
dfdc_train_part_00,yjllqhbmke.mp4,dfdc_train_part_00/yjllqhbmke.mp4,FAKE,nrnklcxdzq.mp4,nrnklcxdzq.mp4
dfdc_train_part_00,qyqufaskjs.mp4,dfdc_train_part_00/qyqufaskjs.mp4,REAL,,qyqufaskjs.mp4
dfdc_train_part_00,ygknkubeyb.mp4,dfdc_train_part_00/ygknkubeyb.mp4,FAKE,nweufafotd.mp4,nweufafotd.mp4
dfdc_train_part_00,wkczijuamz.mp4,dfdc_train_part_00/wkczijuamz.mp4,FAKE,jytrvwlewz.mp4,jytrvwlewz.mp4
dfdc_train_part_00,dolynaukae.mp4,dfdc_train_part_00/dolynaukae.mp4,FAKE,gnmmhlbzge.mp4,gnmmhlbzge.mp4
dfdc_train_part_00,eisofhptvk.mp4,dfdc_train_part_00/eisofhptvk.mp4,FAKE,nweufafotd.mp4,nweufafotd.mp4
dfdc_train_part_00,xymeodlrhb.mp4,dfdc_train_part_00/xymeodlrhb.mp4,FAKE,jzupayeuln.mp4,jzupayeuln.mp4
dfdc_train_part_00,vqwkmjorkj.mp4,dfdc_train_part_00/vqwkmjorkj.mp4,FAKE,fopjiyxiqd.mp4,fopjiyxiqd.mp4
dfdc_train_part_00,rnpefxwptv.mp4,dfdc_train_part_00/rnpefxwptv.mp4,REAL,,rnpefxwptv.mp4
dfdc_train_part_00,gilzdnbpep.mp4,dfdc_train_part_00/gilzdnbpep.mp4,FAKE,prdrkaxeob.mp4,prdrkaxeob.mp4
dfdc_train_part_00,bpguesjrfa.mp4,dfdc_train_part_00/bpguesjrfa.mp4,FAKE,wynotylpnm.mp4,wynotylpnm.mp4
dfdc_train_part_00,vamicuaopj.mp4,dfdc_train_part_00/vamicuaopj.mp4,FAKE,kqlvggiqee.mp4,kqlvggiqee.mp4
dfdc_train_part_00,jqypqwufdv.mp4,dfdc_train_part_00/jqypqwufdv.mp4,FAKE,qyqufaskjs.mp4,qyqufaskjs.mp4
dfdc_train_part_00,oypqzdrhcr.mp4,dfdc_train_part_00/oypqzdrhcr.mp4,FAKE,psjfwjzrrh.mp4,psjfwjzrrh.mp4
dfdc_train_part_00,nglitpseyp.mp4,dfdc_train_part_00/nglitpseyp.mp4,FAKE,xjzkfqddyk.mp4,xjzkfqddyk.mp4
dfdc_train_part_00,onknhowfqb.mp4,dfdc_train_part_00/onknhowfqb.mp4,FAKE,exxqlfpnbz.mp4,exxqlfpnbz.mp4
dfdc_train_part_00,izjvqhjokl.mp4,dfdc_train_part_00/izjvqhjokl.mp4,FAKE,xjzkfqddyk.mp4,xjzkfqddyk.mp4
dfdc_train_part_00,wirblaouzv.mp4,dfdc_train_part_00/wirblaouzv.mp4,FAKE,eiwtggvtfp.mp4,eiwtggvtfp.mp4
dfdc_train_part_00,hgjdosshpt.mp4,dfdc_train_part_00/hgjdosshpt.mp4,FAKE,syxobtuucp.mp4,syxobtuucp.mp4
dfdc_train_part_00,padqtwbzzo.mp4,dfdc_train_part_00/padqtwbzzo.mp4,FAKE,vtunvalyji.mp4,vtunvalyji.mp4
dfdc_train_part_00,gxzdueambi.mp4,dfdc_train_part_00/gxzdueambi.mp4,FAKE,fsaronfupy.mp4,fsaronfupy.mp4
dfdc_train_part_00,qjvjkojjkl.mp4,dfdc_train_part_00/qjvjkojjkl.mp4,FAKE,jvtjxreizj.mp4,jvtjxreizj.mp4
dfdc_train_part_00,oobmorozgk.mp4,dfdc_train_part_00/oobmorozgk.mp4,FAKE,hivnldfvyl.mp4,hivnldfvyl.mp4
dfdc_train_part_00,dsiirbwwyt.mp4,dfdc_train_part_00/dsiirbwwyt.mp4,FAKE,jzupayeuln.mp4,jzupayeuln.mp4
dfdc_train_part_00,buzdtxdyid.mp4,dfdc_train_part_00/buzdtxdyid.mp4,FAKE,jawgcggquk.mp4,jawgcggquk.mp4
dfdc_train_part_00,aymlynzeni.mp4,dfdc_train_part_00/aymlynzeni.mp4,FAKE,doniqevxeg.mp4,doniqevxeg.mp4
dfdc_train_part_00,gcphojsohr.mp4,dfdc_train_part_00/gcphojsohr.mp4,FAKE,fsaronfupy.mp4,fsaronfupy.mp4
dfdc_train_part_00,scpglaliyh.mp4,dfdc_train_part_00/scpglaliyh.mp4,FAKE,qyqufaskjs.mp4,qyqufaskjs.mp4
dfdc_train_part_00,wwvykizoms.mp4,dfdc_train_part_00/wwvykizoms.mp4,FAKE,sttnfyptum.mp4,sttnfyptum.mp4
dfdc_train_part_00,fswszwicfw.mp4,dfdc_train_part_00/fswszwicfw.mp4,FAKE,vtunvalyji.mp4,vtunvalyji.mp4
dfdc_train_part_00,uyhqrokmfe.mp4,dfdc_train_part_00/uyhqrokmfe.mp4,FAKE,gvasarkpfh.mp4,gvasarkpfh.mp4
dfdc_train_part_00,imndwwlfui.mp4,dfdc_train_part_00/imndwwlfui.mp4,FAKE,aayrffkzxn.mp4,aayrffkzxn.mp4
dfdc_train_part_00,rpnetwqgqz.mp4,dfdc_train_part_00/rpnetwqgqz.mp4,FAKE,uqtqhiqymz.mp4,uqtqhiqymz.mp4
dfdc_train_part_00,stgusxhcta.mp4,dfdc_train_part_00/stgusxhcta.mp4,FAKE,nweufafotd.mp4,nweufafotd.mp4
dfdc_train_part_00,oibtsgqujh.mp4,dfdc_train_part_00/oibtsgqujh.mp4,FAKE,rktrpsdlci.mp4,rktrpsdlci.mp4
dfdc_train_part_00,iazovjywij.mp4,dfdc_train_part_00/iazovjywij.mp4,FAKE,xkfliqnmwt.mp4,xkfliqnmwt.mp4
dfdc_train_part_00,lxnqzocgaq.mp4,dfdc_train_part_00/lxnqzocgaq.mp4,FAKE,xjzkfqddyk.mp4,xjzkfqddyk.mp4
dfdc_train_part_00,sttnfyptum.mp4,dfdc_train_part_00/sttnfyptum.mp4,REAL,,sttnfyptum.mp4
dfdc_train_part_00,eurhttghny.mp4,dfdc_train_part_00/eurhttghny.mp4,FAKE,ddtbarpcgo.mp4,ddtbarpcgo.mp4
dfdc_train_part_00,kdiokpezzi.mp4,dfdc_train_part_00/kdiokpezzi.mp4,FAKE,jytrvwlewz.mp4,jytrvwlewz.mp4
dfdc_train_part_00,gbgtzspdnv.mp4,dfdc_train_part_00/gbgtzspdnv.mp4,FAKE,nweufafotd.mp4,nweufafotd.mp4
dfdc_train_part_00,tyijytqowe.mp4,dfdc_train_part_00/tyijytqowe.mp4,FAKE,ybnucgidtu.mp4,ybnucgidtu.mp4
dfdc_train_part_00,wvjtrmduky.mp4,dfdc_train_part_00/wvjtrmduky.mp4,FAKE,xchzardbfa.mp4,xchzardbfa.mp4
dfdc_train_part_00,hqcrauawma.mp4,dfdc_train_part_00/hqcrauawma.mp4,FAKE,ybbrkacebd.mp4,ybbrkacebd.mp4
dfdc_train_part_00,chzqptmqxv.mp4,dfdc_train_part_00/chzqptmqxv.mp4,FAKE,exxqlfpnbz.mp4,exxqlfpnbz.mp4
dfdc_train_part_00,kkxgqvpusd.mp4,dfdc_train_part_00/kkxgqvpusd.mp4,FAKE,ldtgofdaqg.mp4,ldtgofdaqg.mp4
dfdc_train_part_00,tvjlounpor.mp4,dfdc_train_part_00/tvjlounpor.mp4,FAKE,hivnldfvyl.mp4,hivnldfvyl.mp4
dfdc_train_part_00,tkcuhfhdzs.mp4,dfdc_train_part_00/tkcuhfhdzs.mp4,FAKE,dxfdovivlw.mp4,dxfdovivlw.mp4
dfdc_train_part_00,sufvvwmbha.mp4,dfdc_train_part_00/sufvvwmbha.mp4,FAKE,fnslimfagb.mp4,fnslimfagb.mp4
dfdc_train_part_00,ozeqabydww.mp4,dfdc_train_part_00/ozeqabydww.mp4,FAKE,vtunvalyji.mp4,vtunvalyji.mp4
dfdc_train_part_00,yxirnfyijn.mp4,dfdc_train_part_00/yxirnfyijn.mp4,FAKE,qarqtkvgby.mp4,qarqtkvgby.mp4
dfdc_train_part_00,uklvqsnxgv.mp4,dfdc_train_part_00/uklvqsnxgv.mp4,FAKE,onbgbghesu.mp4,onbgbghesu.mp4
dfdc_train_part_00,ngyoubuxyf.mp4,dfdc_train_part_00/ngyoubuxyf.mp4,FAKE,fnslimfagb.mp4,fnslimfagb.mp4
dfdc_train_part_00,wpysxggnok.mp4,dfdc_train_part_00/wpysxggnok.mp4,FAKE,sttnfyptum.mp4,sttnfyptum.mp4
dfdc_train_part_00,ocveomkblt.mp4,dfdc_train_part_00/ocveomkblt.mp4,FAKE,fnslimfagb.mp4,fnslimfagb.mp4
dfdc_train_part_00,qjwomijmcb.mp4,dfdc_train_part_00/qjwomijmcb.mp4,FAKE,kqlvggiqee.mp4,kqlvggiqee.mp4
dfdc_train_part_00,wpnukldybg.mp4,dfdc_train_part_00/wpnukldybg.mp4,FAKE,jytrvwlewz.mp4,jytrvwlewz.mp4
dfdc_train_part_00,xdbnawbnvf.mp4,dfdc_train_part_00/xdbnawbnvf.mp4,FAKE,chqqxfuuzi.mp4,chqqxfuuzi.mp4
dfdc_train_part_00,drmtvuyoam.mp4,dfdc_train_part_00/drmtvuyoam.mp4,FAKE,heiyoojifp.mp4,heiyoojifp.mp4
dfdc_train_part_00,xugmhbetrw.mp4,dfdc_train_part_00/xugmhbetrw.mp4,REAL,,xugmhbetrw.mp4
dfdc_train_part_00,lblzsydwit.mp4,dfdc_train_part_00/lblzsydwit.mp4,FAKE,rmuxlgsedw.mp4,rmuxlgsedw.mp4
dfdc_train_part_00,euzlhrwolz.mp4,dfdc_train_part_00/euzlhrwolz.mp4,FAKE,aayrffkzxn.mp4,aayrffkzxn.mp4
dfdc_train_part_00,yhchnvjcok.mp4,dfdc_train_part_00/yhchnvjcok.mp4,FAKE,vmxfwxgdei.mp4,vmxfwxgdei.mp4
dfdc_train_part_00,zfkgevlnur.mp4,dfdc_train_part_00/zfkgevlnur.mp4,FAKE,vtunvalyji.mp4,vtunvalyji.mp4
dfdc_train_part_00,uqtqhiqymz.mp4,dfdc_train_part_00/uqtqhiqymz.mp4,REAL,,uqtqhiqymz.mp4
dfdc_train_part_00,fgbopxbkam.mp4,dfdc_train_part_00/fgbopxbkam.mp4,FAKE,uprwuohbwx.mp4,uprwuohbwx.mp4
dfdc_train_part_00,kkhrtmftlq.mp4,dfdc_train_part_00/kkhrtmftlq.mp4,FAKE,nhsijqpoda.mp4,nhsijqpoda.mp4
dfdc_train_part_00,hbdvyzpqny.mp4,dfdc_train_part_00/hbdvyzpqny.mp4,FAKE,lsmnqsnqld.mp4,lsmnqsnqld.mp4
dfdc_train_part_00,khfyqlxazq.mp4,dfdc_train_part_00/khfyqlxazq.mp4,FAKE,nweufafotd.mp4,nweufafotd.mp4
dfdc_train_part_00,pxgzahcusu.mp4,dfdc_train_part_00/pxgzahcusu.mp4,FAKE,aayrffkzxn.mp4,aayrffkzxn.mp4
dfdc_train_part_00,cvycgtwfsi.mp4,dfdc_train_part_00/cvycgtwfsi.mp4,FAKE,gnmmhlbzge.mp4,gnmmhlbzge.mp4
dfdc_train_part_00,keuvybqsbr.mp4,dfdc_train_part_00/keuvybqsbr.mp4,FAKE,prdrkaxeob.mp4,prdrkaxeob.mp4
dfdc_train_part_00,skewcclbhg.mp4,dfdc_train_part_00/skewcclbhg.mp4,FAKE,wynotylpnm.mp4,wynotylpnm.mp4
dfdc_train_part_00,hjxckindzx.mp4,dfdc_train_part_00/hjxckindzx.mp4,FAKE,fzvpbrzssi.mp4,fzvpbrzssi.mp4
dfdc_train_part_00,espkiocpxq.mp4,dfdc_train_part_00/espkiocpxq.mp4,FAKE,nhsijqpoda.mp4,nhsijqpoda.mp4
dfdc_train_part_00,cvdrzlkwdf.mp4,dfdc_train_part_00/cvdrzlkwdf.mp4,FAKE,uqtqhiqymz.mp4,uqtqhiqymz.mp4
dfdc_train_part_00,uiaubrlxyl.mp4,dfdc_train_part_00/uiaubrlxyl.mp4,FAKE,eppyqpgewp.mp4,eppyqpgewp.mp4
dfdc_train_part_00,kafmsctues.mp4,dfdc_train_part_00/kafmsctues.mp4,FAKE,jawgcggquk.mp4,jawgcggquk.mp4
dfdc_train_part_00,snlyjbnpgw.mp4,dfdc_train_part_00/snlyjbnpgw.mp4,FAKE,wfzjxzhdkj.mp4,wfzjxzhdkj.mp4
dfdc_train_part_00,gkicllwmyb.mp4,dfdc_train_part_00/gkicllwmyb.mp4,FAKE,nweufafotd.mp4,nweufafotd.mp4
dfdc_train_part_00,iimnvjpgoy.mp4,dfdc_train_part_00/iimnvjpgoy.mp4,FAKE,fdpisghkmd.mp4,fdpisghkmd.mp4
dfdc_train_part_00,zxyvcnkeiz.mp4,dfdc_train_part_00/zxyvcnkeiz.mp4,FAKE,pqdeutauqc.mp4,pqdeutauqc.mp4
dfdc_train_part_00,sfjtewgmuy.mp4,dfdc_train_part_00/sfjtewgmuy.mp4,FAKE,nweufafotd.mp4,nweufafotd.mp4
dfdc_train_part_00,liuujwwgpr.mp4,dfdc_train_part_00/liuujwwgpr.mp4,FAKE,ldtgofdaqg.mp4,ldtgofdaqg.mp4
dfdc_train_part_00,oejlipxtai.mp4,dfdc_train_part_00/oejlipxtai.mp4,FAKE,yexeazbqig.mp4,yexeazbqig.mp4
dfdc_train_part_00,dabysiasvf.mp4,dfdc_train_part_00/dabysiasvf.mp4,FAKE,fdpisghkmd.mp4,fdpisghkmd.mp4
dfdc_train_part_00,ypufjcamul.mp4,dfdc_train_part_00/ypufjcamul.mp4,FAKE,wcqvzujamg.mp4,wcqvzujamg.mp4
dfdc_train_part_00,hsvbimzuza.mp4,dfdc_train_part_00/hsvbimzuza.mp4,FAKE,aayrffkzxn.mp4,aayrffkzxn.mp4
dfdc_train_part_00,skrpivsmry.mp4,dfdc_train_part_00/skrpivsmry.mp4,FAKE,yxvmusxvcz.mp4,yxvmusxvcz.mp4
dfdc_train_part_00,gfkdvulbfo.mp4,dfdc_train_part_00/gfkdvulbfo.mp4,FAKE,kqlvggiqee.mp4,kqlvggiqee.mp4
dfdc_train_part_00,vwbzhldrub.mp4,dfdc_train_part_00/vwbzhldrub.mp4,FAKE,psjfwjzrrh.mp4,psjfwjzrrh.mp4
dfdc_train_part_00,mynzuyrmdy.mp4,dfdc_train_part_00/mynzuyrmdy.mp4,FAKE,syxobtuucp.mp4,syxobtuucp.mp4
dfdc_train_part_00,mcbubknuyd.mp4,dfdc_train_part_00/mcbubknuyd.mp4,FAKE,uprwuohbwx.mp4,uprwuohbwx.mp4
dfdc_train_part_00,myszscymzv.mp4,dfdc_train_part_00/myszscymzv.mp4,FAKE,lnjkpdviqb.mp4,lnjkpdviqb.mp4
dfdc_train_part_00,epeyujjlhn.mp4,dfdc_train_part_00/epeyujjlhn.mp4,FAKE,xkfliqnmwt.mp4,xkfliqnmwt.mp4
dfdc_train_part_00,xexmngtcha.mp4,dfdc_train_part_00/xexmngtcha.mp4,FAKE,wclvkepakb.mp4,wclvkepakb.mp4
dfdc_train_part_00,usutboyyqq.mp4,dfdc_train_part_00/usutboyyqq.mp4,FAKE,aayrffkzxn.mp4,aayrffkzxn.mp4
dfdc_train_part_00,vjzhumqpwi.mp4,dfdc_train_part_00/vjzhumqpwi.mp4,FAKE,fsaronfupy.mp4,fsaronfupy.mp4
dfdc_train_part_00,ebzsqgfpgh.mp4,dfdc_train_part_00/ebzsqgfpgh.mp4,FAKE,fnslimfagb.mp4,fnslimfagb.mp4
dfdc_train_part_00,rmmcypdfbr.mp4,dfdc_train_part_00/rmmcypdfbr.mp4,FAKE,psjfwjzrrh.mp4,psjfwjzrrh.mp4
dfdc_train_part_00,vnnohpqhjq.mp4,dfdc_train_part_00/vnnohpqhjq.mp4,FAKE,doniqevxeg.mp4,doniqevxeg.mp4
dfdc_train_part_00,kanuhxwqaa.mp4,dfdc_train_part_00/kanuhxwqaa.mp4,FAKE,apvzjkvnwn.mp4,apvzjkvnwn.mp4
dfdc_train_part_00,cqomufbzpp.mp4,dfdc_train_part_00/cqomufbzpp.mp4,FAKE,lzbmwwejxb.mp4,lzbmwwejxb.mp4
dfdc_train_part_00,edqhdckynd.mp4,dfdc_train_part_00/edqhdckynd.mp4,FAKE,lsmnqsnqld.mp4,lsmnqsnqld.mp4
dfdc_train_part_00,ngnoguzzkd.mp4,dfdc_train_part_00/ngnoguzzkd.mp4,FAKE,fdpisghkmd.mp4,fdpisghkmd.mp4
dfdc_train_part_00,jawgcggquk.mp4,dfdc_train_part_00/jawgcggquk.mp4,REAL,,jawgcggquk.mp4
dfdc_train_part_00,auquqlmsts.mp4,dfdc_train_part_00/auquqlmsts.mp4,FAKE,fopjiyxiqd.mp4,fopjiyxiqd.mp4
dfdc_train_part_00,embmaestpq.mp4,dfdc_train_part_00/embmaestpq.mp4,FAKE,jytrvwlewz.mp4,jytrvwlewz.mp4
dfdc_train_part_00,mmhrkzptld.mp4,dfdc_train_part_00/mmhrkzptld.mp4,FAKE,jytrvwlewz.mp4,jytrvwlewz.mp4
dfdc_train_part_00,mxibogtmey.mp4,dfdc_train_part_00/mxibogtmey.mp4,FAKE,lzbmwwejxb.mp4,lzbmwwejxb.mp4
dfdc_train_part_00,gmctmgmyob.mp4,dfdc_train_part_00/gmctmgmyob.mp4,FAKE,uprwuohbwx.mp4,uprwuohbwx.mp4
dfdc_train_part_00,msoqnkucal.mp4,dfdc_train_part_00/msoqnkucal.mp4,FAKE,xugmhbetrw.mp4,xugmhbetrw.mp4
dfdc_train_part_00,smxxhrcwlv.mp4,dfdc_train_part_00/smxxhrcwlv.mp4,FAKE,exxqlfpnbz.mp4,exxqlfpnbz.mp4
dfdc_train_part_00,yabvnuhvkn.mp4,dfdc_train_part_00/yabvnuhvkn.mp4,FAKE,nweufafotd.mp4,nweufafotd.mp4
dfdc_train_part_00,alhqaurncj.mp4,dfdc_train_part_00/alhqaurncj.mp4,FAKE,dxfdovivlw.mp4,dxfdovivlw.mp4
dfdc_train_part_00,wvuualjyur.mp4,dfdc_train_part_00/wvuualjyur.mp4,FAKE,uprwuohbwx.mp4,uprwuohbwx.mp4
dfdc_train_part_00,lclrhuuwnj.mp4,dfdc_train_part_00/lclrhuuwnj.mp4,FAKE,fgobmbcami.mp4,fgobmbcami.mp4
dfdc_train_part_00,myoydssaii.mp4,dfdc_train_part_00/myoydssaii.mp4,FAKE,xkfliqnmwt.mp4,xkfliqnmwt.mp4
dfdc_train_part_00,ssitlrruir.mp4,dfdc_train_part_00/ssitlrruir.mp4,FAKE,chqqxfuuzi.mp4,chqqxfuuzi.mp4
dfdc_train_part_00,fuiglusbnl.mp4,dfdc_train_part_00/fuiglusbnl.mp4,FAKE,rktrpsdlci.mp4,rktrpsdlci.mp4
dfdc_train_part_00,yiabajckla.mp4,dfdc_train_part_00/yiabajckla.mp4,FAKE,fopjiyxiqd.mp4,fopjiyxiqd.mp4
dfdc_train_part_00,awigxxbbpb.mp4,dfdc_train_part_00/awigxxbbpb.mp4,FAKE,dxfdovivlw.mp4,dxfdovivlw.mp4
dfdc_train_part_00,rxpwfcsqum.mp4,dfdc_train_part_00/rxpwfcsqum.mp4,FAKE,jytrvwlewz.mp4,jytrvwlewz.mp4
dfdc_train_part_00,wyctddnyko.mp4,dfdc_train_part_00/wyctddnyko.mp4,FAKE,sttnfyptum.mp4,sttnfyptum.mp4
dfdc_train_part_00,meehftqexr.mp4,dfdc_train_part_00/meehftqexr.mp4,FAKE,upmgtackuf.mp4,upmgtackuf.mp4
dfdc_train_part_00,pyujkxwaks.mp4,dfdc_train_part_00/pyujkxwaks.mp4,FAKE,upmgtackuf.mp4,upmgtackuf.mp4
dfdc_train_part_00,zaendkbrip.mp4,dfdc_train_part_00/zaendkbrip.mp4,FAKE,hivnldfvyl.mp4,hivnldfvyl.mp4
dfdc_train_part_00,lbuwogzooa.mp4,dfdc_train_part_00/lbuwogzooa.mp4,FAKE,jawgcggquk.mp4,jawgcggquk.mp4
dfdc_train_part_00,xdqrsjzsul.mp4,dfdc_train_part_00/xdqrsjzsul.mp4,FAKE,apedduehoy.mp4,apedduehoy.mp4
